"index","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","default payment next month"
"6568","6569","60000","Female","University","Single","48","No"
"6569","6570","50000","Male","University","Single","48","Yes"
"6570","6571","80000","Female","University","Married","56","No"
"6571","6572","30000","Female","University","Married","22","No"
"6572","6573","90000","Female","Graduate school","Single","26","No"
"6573","6574","130000","Female","University","Married","33","No"
"6574","6575","200000","Male","Graduate school","Married","38","No"
"6575","6576","20000","Female","University","Single","23","Yes"
"6576","6577","300000","Male","High school","Married","31","No"
"6577","6578","160000","Female","Graduate school","Married","41","No"
"6578","6579","500000","Female","Graduate school","Married","41","No"
"6579","6580","50000","Female","University","Single","25","Yes"
"6580","6581","20000","Male","Graduate school","Single","25","No"
"6581","6582","240000","Male","High school","Married","40","Yes"
"6582","6583","200000","Male","University","Single","29","Yes"
"6583","6584","200000","Female","University","Single","27","Yes"
"6584","6585","260000","Female","Graduate school","Single","36","No"
"6585","6586","100000","Male","University","Single","26","No"
"6586","6587","360000","Male","High school","Married","42","No"
"6587","6588","280000","Female","unknown","others","38","No"
"6588","6589","360000","Male","Graduate school","Married","47","No"
"6589","6590","420000","Female","Graduate school","Married","34","No"
"6590","6591","400000","Female","University","Married","42","No"
"6591","6592","50000","Female","University","Married","41","No"
"6592","6593","500000","Male","Graduate school","Married","45","No"
"6593","6594","50000","Male","University","Single","56","No"
"6594","6595","80000","Female","Graduate school","Single","24","No"
"6595","6596","80000","Female","University","Single","23","No"
"6596","6597","20000","Female","University","Single","50","No"
"6597","6598","460000","Female","Graduate school","Single","27","No"
"6598","6599","240000","Male","Graduate school","Single","33","No"
"6599","6600","120000","Male","University","Single","30","No"
"6600","6601","20000","Male","University","Single","24","No"
"6601","6602","290000","Male","High school","Married","50","No"
"6602","6603","50000","Female","University","Single","38","No"
"6603","6604","200000","Female","University","Married","40","No"
"6604","6605","20000","Female","High school","others","27","No"
"6605","6606","100000","Male","Graduate school","Married","43","No"
"6606","6607","260000","Female","Graduate school","Single","36","No"
"6607","6608","20000","Female","University","Single","27","No"
"6608","6609","10000","Female","University","Single","22","No"
"6609","6610","420000","Male","Graduate school","Married","47","No"
"6610","6611","130000","Female","High school","Single","27","No"
"6611","6612","150000","Female","Graduate school","Single","25","No"
"6612","6613","120000","Male","Graduate school","Single","33","No"
"6613","6614","30000","Female","University","Single","25","No"
"6614","6615","260000","Female","University","Single","31","No"
"6615","6616","60000","Male","High school","Single","34","Yes"
"6616","6617","70000","Female","High school","Single","52","No"
"6617","6618","110000","Male","University","Single","26","No"
"6618","6619","180000","Male","University","Single","37","No"
"6619","6620","300000","Female","University","Single","48","No"
"6620","6621","260000","Female","Graduate school","Married","38","No"
"6621","6622","50000","Female","University","Married","41","Yes"
"6622","6623","90000","Female","High school","Married","45","No"
"6623","6624","20000","Female","University","Single","24","Yes"
"6624","6625","220000","Female","Graduate school","Single","30","No"
"6625","6626","240000","Male","Graduate school","Single","27","No"
"6626","6627","440000","Female","University","Single","40","No"
"6627","6628","60000","Female","University","Married","37","No"
"6628","6629","380000","Male","University","Married","31","No"
"6629","6630","30000","Female","High school","Married","44","Yes"
"6630","6631","120000","Female","University","Single","35","No"
"6631","6632","150000","Male","Graduate school","Single","29","No"
"6632","6633","90000","Male","University","Single","28","No"
"6633","6634","180000","Female","University","Married","34","No"
"6634","6635","10000","Female","University","Single","37","No"
"6635","6636","20000","Male","University","Single","24","Yes"
"6636","6637","80000","Female","High school","Married","41","Yes"
"6637","6638","610000","Male","University","Married","30","No"
"6638","6639","180000","Female","High school","Single","27","No"
"6639","6640","50000","Male","High school","Married","53","Yes"
"6640","6641","130000","Male","Graduate school","Single","30","Yes"
"6641","6642","160000","Male","Graduate school","Single","26","No"
"6642","6643","200000","Male","Graduate school","Single","29","No"
"6643","6644","20000","Male","Graduate school","Single","29","No"
"6644","6645","50000","Female","University","Single","56","No"
"6645","6646","30000","Female","University","Married","46","Yes"
"6646","6647","140000","Male","University","Married","29","No"
"6647","6648","160000","Male","University","Married","45","No"
"6648","6649","410000","Male","Graduate school","Married","33","No"
"6649","6650","320000","Female","Graduate school","Single","30","No"
"6650","6651","50000","Female","University","Married","36","No"
"6651","6652","110000","Male","University","Single","29","No"
"6652","6653","530000","Female","High school","Married","50","No"
"6653","6654","80000","Female","University","Single","40","Yes"
"6654","6655","190000","Female","Graduate school","Single","26","Yes"
"6655","6656","500000","Male","University","Married","58","No"
"6656","6657","270000","Female","High school","Single","30","No"
"6657","6658","20000","Female","University","Single","26","No"
"6658","6659","90000","Male","University","Married","39","Yes"
"6659","6660","10000","Male","University","Single","44","No"
"6660","6661","320000","Female","University","Married","36","No"
"6661","6662","190000","Female","Graduate school","Married","33","No"
"6662","6663","380000","Male","Graduate school","Married","39","Yes"
"6663","6664","180000","Male","University","Single","30","No"
"6664","6665","360000","Female","Graduate school","Single","33","No"
"6665","6666","150000","Male","University","Married","30","No"
"6666","6667","50000","Female","Graduate school","Married","57","Yes"
"6667","6668","50000","Male","University","Single","39","No"
"6668","6669","50000","Male","High school","Married","51","No"
"6669","6670","340000","Female","University","Single","30","No"
"6670","6671","320000","Male","Graduate school","Single","26","No"
"6671","6672","230000","Female","Graduate school","Single","42","No"
"6672","6673","120000","Female","Graduate school","Single","31","No"
"6673","6674","30000","Male","Graduate school","Single","34","No"
"6674","6675","240000","Male","Graduate school","Single","34","No"
"6675","6676","240000","Female","University","Married","32","No"
"6676","6677","210000","Male","Graduate school","Single","30","No"
"6677","6678","20000","Male","High school","Single","24","No"
"6678","6679","20000","Female","University","Married","42","Yes"
"6679","6680","110000","Female","Graduate school","Single","25","No"
"6680","6681","130000","Male","University","Married","39","No"
"6681","6682","80000","Female","University","Married","28","No"
"6682","6683","20000","Male","University","Married","36","Yes"
"6683","6684","10000","Male","Graduate school","Married","38","Yes"
"6684","6685","180000","Male","University","Married","37","No"
"6685","6686","280000","Female","University","Single","29","No"
"6686","6687","220000","Male","Graduate school","Single","29","Yes"
"6687","6688","260000","Male","University","Married","42","Yes"
"6688","6689","30000","Male","University","Married","40","No"
"6689","6690","50000","Female","University","Married","29","No"
"6690","6691","150000","Female","High school","Single","47","No"
"6691","6692","160000","Male","High school","Single","38","No"
"6692","6693","20000","Male","University","Single","26","No"
"6693","6694","280000","Male","Graduate school","Married","42","No"
"6694","6695","50000","Male","University","Single","24","No"
"6695","6696","300000","Female","Graduate school","Single","43","No"
"6696","6697","230000","Male","University","Married","31","No"
"6697","6698","60000","Male","High school","Single","27","No"
"6698","6699","190000","Male","High school","Married","29","No"
"6699","6700","60000","Male","University","Single","43","No"
"6700","6701","100000","Female","University","Single","25","Yes"
"6701","6702","30000","Female","University","Married","45","No"
"6702","6703","200000","Female","University","Single","30","Yes"
"6703","6704","30000","Male","Graduate school","others","27","No"
"6704","6705","130000","Male","University","Single","25","No"
"6705","6706","120000","Male","University","Single","29","No"
"6706","6707","160000","Female","University","Single","35","No"
"6707","6708","20000","Female","University","Single","23","No"
"6708","6709","30000","Female","University","Single","24","No"
"6709","6710","70000","Female","University","Single","23","No"
"6710","6711","80000","Male","High school","Single","25","No"
"6711","6712","80000","Female","University","Single","23","No"
"6712","6713","100000","Male","University","Single","50","No"
"6713","6714","570000","Male","Graduate school","Single","31","No"
"6714","6715","170000","Male","Graduate school","Married","45","No"
"6715","6716","50000","Female","University","Single","25","No"
"6716","6717","310000","Female","Graduate school","Single","39","No"
"6717","6718","140000","Male","Graduate school","Single","27","Yes"
"6718","6719","200000","Female","University","Single","29","No"
"6719","6720","300000","Female","University","Single","26","Yes"
"6720","6721","300000","Female","Graduate school","Single","26","No"
"6721","6722","140000","Male","University","Single","55","No"
"6722","6723","560000","Male","Graduate school","Married","47","No"
"6723","6724","200000","Male","Graduate school","Married","46","Yes"
"6724","6725","230000","Female","High school","Married","31","No"
"6725","6726","200000","Male","Graduate school","Married","36","Yes"
"6726","6727","160000","Male","University","Single","34","Yes"
"6727","6728","220000","Male","Graduate school","Single","29","No"
"6728","6729","60000","Male","High school","Single","25","No"
"6729","6730","390000","Female","University","Married","43","Yes"
"6730","6731","280000","Female","Graduate school","Single","39","No"
"6731","6732","80000","Male","Graduate school","Married","60","No"
"6732","6733","360000","Male","University","Married","34","No"
"6733","6734","20000","Female","University","Single","21","No"
"6734","6735","500000","Female","University","Married","31","No"
"6735","6736","90000","Female","Graduate school","Single","23","No"
"6736","6737","30000","Female","Graduate school","Married","33","No"
"6737","6738","390000","Male","Graduate school","Single","47","No"
"6738","6739","360000","Male","Graduate school","Married","32","Yes"
"6739","6740","10000","Female","University","Single","32","No"
"6740","6741","150000","Female","Graduate school","Married","32","No"
"6741","6742","40000","Female","University","Single","27","No"
"6742","6743","210000","Female","unknown","Single","29","No"
"6743","6744","50000","Female","University","Married","41","No"
"6744","6745","10000","Male","University","Single","23","Yes"
"6745","6746","310000","Female","University","Single","26","No"
"6746","6747","50000","Male","Graduate school","Single","34","No"
"6747","6748","150000","Female","Graduate school","Married","37","No"
"6748","6749","50000","Male","High school","Married","48","Yes"
"6749","6750","250000","Female","Graduate school","Single","30","No"
"6750","6751","30000","Female","High school","Married","46","Yes"
"6751","6752","30000","Male","Graduate school","Married","32","Yes"
"6752","6753","30000","Female","High school","Married","50","Yes"
"6753","6754","20000","Female","University","Married","44","Yes"
"6754","6755","30000","Female","Graduate school","Single","24","No"
"6755","6756","300000","Male","Graduate school","Married","45","Yes"
"6756","6757","90000","Male","University","Married","28","No"
"6757","6758","30000","Male","University","Single","24","No"
"6758","6759","200000","Female","University","Married","51","Yes"
"6759","6760","180000","Female","University","Single","29","No"
"6760","6761","70000","Female","University","Single","26","No"
"6761","6762","230000","Female","University","Single","29","No"
"6762","6763","240000","Female","Graduate school","Married","45","No"
"6763","6764","190000","Female","High school","Married","41","No"
"6764","6765","80000","Female","Graduate school","Married","29","No"
"6765","6766","300000","Female","University","Married","34","No"
"6766","6767","220000","Female","Graduate school","Married","36","No"
"6767","6768","340000","Male","University","Married","31","Yes"
"6768","6769","480000","Female","Graduate school","Single","57","No"
"6769","6770","60000","Female","Graduate school","Married","25","No"
"6770","6771","200000","Male","University","Married","28","No"
"6771","6772","20000","Male","University","Married","53","No"
"6772","6773","110000","Female","High school","Single","46","No"
"6773","6774","470000","Female","University","Single","32","Yes"
"6774","6775","200000","Male","University","Married","42","No"
"6775","6776","130000","Male","Graduate school","Single","30","No"
"6776","6777","80000","Male","Graduate school","Married","46","No"
"6777","6778","120000","Female","University","Married","30","No"
"6778","6779","180000","Male","Graduate school","Single","27","No"
"6779","6780","400000","Male","University","Married","42","No"
"6780","6781","150000","Male","High school","Married","43","No"
"6781","6782","640000","Female","High school","Single","34","No"
"6782","6783","500000","Male","Graduate school","Married","32","No"
"6783","6784","70000","Female","Graduate school","Single","26","Yes"
"6784","6785","100000","Female","Graduate school","Single","24","No"
"6785","6786","80000","Female","High school","Married","42","No"
"6786","6787","120000","Female","University","Married","30","No"
"6787","6788","210000","Female","Graduate school","Single","31","No"
"6788","6789","50000","Female","Graduate school","Single","25","No"
"6789","6790","50000","Female","University","Married","45","No"
"6790","6791","260000","Male","University","Married","35","No"
"6791","6792","20000","Male","University","Single","22","No"
"6792","6793","30000","Male","University","Married","40","No"
"6793","6794","310000","Female","University","Married","29","No"
"6794","6795","100000","Male","Graduate school","Single","34","No"
"6795","6796","300000","Female","Graduate school","Married","38","No"
"6796","6797","30000","Male","High school","Married","47","No"
"6797","6798","320000","Male","University","Single","34","No"
"6798","6799","120000","Female","Graduate school","Single","32","No"
"6799","6800","80000","Male","University","Single","24","Yes"
"6800","6801","20000","Male","High school","Married","50","Yes"
"6801","6802","380000","Male","Graduate school","Married","53","No"
"6802","6803","180000","Female","Graduate school","Single","30","No"
"6803","6804","50000","Male","University","Single","27","No"
"6804","6805","280000","Male","Graduate school","Single","33","No"
"6805","6806","30000","Female","High school","Single","47","No"
"6806","6807","100000","Male","University","Single","25","Yes"
"6807","6808","30000","Male","Graduate school","Single","45","No"
"6808","6809","160000","Female","University","Single","30","No"
"6809","6810","210000","Male","Graduate school","Married","42","No"
"6810","6811","10000","Male","Graduate school","Single","30","No"
"6811","6812","420000","Female","University","Single","36","No"
"6812","6813","400000","Female","Graduate school","Married","37","No"
"6813","6814","70000","Female","Graduate school","Single","29","No"
"6814","6815","110000","Male","University","Single","31","No"
"6815","6816","300000","Male","Graduate school","Married","54","No"
"6816","6817","120000","Female","Graduate school","Single","27","No"
"6817","6818","180000","Male","Graduate school","Single","27","No"
"6818","6819","400000","Male","Graduate school","Married","46","No"
"6819","6820","100000","Male","Graduate school","Married","44","No"
"6820","6821","220000","Female","University","Married","32","Yes"
"6821","6822","220000","Female","University","Married","43","No"
"6822","6823","140000","Female","University","Married","27","No"
"6823","6824","90000","Female","University","Married","51","Yes"
"6824","6825","30000","Female","Graduate school","Single","23","No"
"6825","6826","240000","Female","Graduate school","Single","28","No"
"6826","6827","110000","Female","Graduate school","Married","37","No"
"6827","6828","60000","Female","Graduate school","Single","24","Yes"
"6828","6829","20000","Male","University","Single","26","Yes"
"6829","6830","180000","Male","University","Married","53","Yes"
"6830","6831","130000","Female","University","Single","26","No"
"6831","6832","130000","Female","High school","Married","36","No"
"6832","6833","70000","Male","Graduate school","Single","26","No"
"6833","6834","10000","Male","University","Married","42","Yes"
"6834","6835","50000","Female","Graduate school","Single","24","No"
"6835","6836","190000","Female","Graduate school","Married","31","No"
"6836","6837","60000","Male","University","Single","36","No"
"6837","6838","20000","Male","Graduate school","Single","25","Yes"
"6838","6839","80000","Female","University","Single","42","Yes"
"6839","6840","500000","Female","Graduate school","Married","51","No"
"6840","6841","220000","Male","High school","Married","52","No"
"6841","6842","230000","Female","University","Married","36","No"
"6842","6843","20000","Male","University","Single","25","No"
"6843","6844","50000","Male","University","Single","39","Yes"
"6844","6845","120000","Female","Graduate school","Single","29","No"
"6845","6846","130000","Female","University","Single","34","Yes"
"6846","6847","230000","Female","Graduate school","Single","26","No"
"6847","6848","350000","Male","Graduate school","Single","32","No"
"6848","6849","300000","Female","Graduate school","Single","38","No"
"6849","6850","70000","Female","University","Single","55","No"
"6850","6851","280000","Male","Graduate school","Single","33","No"
"6851","6852","60000","Female","University","Married","25","Yes"
"6852","6853","310000","Male","University","Single","42","Yes"
"6853","6854","290000","Male","High school","Single","34","Yes"
"6854","6855","180000","Male","Graduate school","Married","35","Yes"
"6855","6856","340000","Female","Graduate school","Single","43","No"
"6856","6857","360000","Female","Graduate school","Single","29","No"
"6857","6858","180000","Female","Graduate school","Married","33","Yes"
"6858","6859","30000","Female","High school","Married","48","No"
"6859","6860","100000","Male","Graduate school","Single","32","No"
"6860","6861","180000","Male","University","Married","42","No"
"6861","6862","210000","Female","Graduate school","Single","31","Yes"
"6862","6863","180000","Female","University","Married","36","No"
"6863","6864","60000","Female","High school","others","48","No"
"6864","6865","500000","Male","Graduate school","Single","30","No"
"6865","6866","200000","Female","University","Married","37","No"
"6866","6867","610000","Female","University","Married","39","No"
"6867","6868","50000","Male","University","Single","29","No"
"6868","6869","80000","Female","unknown","Single","25","No"
"6869","6870","210000","Male","Graduate school","Single","38","No"
"6870","6871","50000","Male","Graduate school","Single","56","No"
"6871","6872","360000","Male","Graduate school","Married","58","No"
"6872","6873","240000","Male","University","Single","30","No"
"6873","6874","20000","Male","High school","Married","56","No"
"6874","6875","10000","Male","Graduate school","Single","22","Yes"
"6875","6876","30000","Female","University","Single","23","Yes"
"6876","6877","360000","Male","unknown","Single","30","No"
"6877","6878","260000","Male","Graduate school","Single","29","No"
"6878","6879","100000","Male","University","Married","52","No"
"6879","6880","500000","Female","University","Married","40","No"
"6880","6881","70000","Female","High school","Single","42","No"
"6881","6882","200000","Female","Graduate school","Married","38","No"
"6882","6883","230000","Female","unknown","Single","45","No"
"6883","6884","200000","Male","University","Single","36","No"
"6884","6885","110000","Male","University","Married","38","Yes"
"6885","6886","260000","Female","Graduate school","Single","33","No"
"6886","6887","50000","Female","High school","others","55","No"
"6887","6888","50000","Male","University","Single","44","No"
"6888","6889","80000","Male","University","Single","23","No"
"6889","6890","260000","Male","Graduate school","Single","29","No"
"6890","6891","80000","Male","Graduate school","Single","31","No"
"6891","6892","80000","Female","Graduate school","Single","29","No"
"6892","6893","200000","Female","unknown","Married","36","No"
"6893","6894","370000","Female","University","Single","29","Yes"
"6894","6895","60000","Female","Graduate school","Married","43","Yes"
"6895","6896","260000","Male","Graduate school","Single","29","No"
"6896","6897","30000","Male","University","Single","35","Yes"
"6897","6898","120000","Male","University","Single","32","Yes"
"6898","6899","130000","Female","High school","Single","39","No"
"6899","6900","160000","Female","High school","Married","38","No"
"6900","6901","230000","Female","University","Single","31","No"
"6901","6902","300000","Female","Graduate school","Single","26","No"
"6902","6903","180000","Female","University","Single","29","No"
"6903","6904","80000","Female","University","Single","24","Yes"
"6904","6905","180000","Female","others","Married","30","No"
"6905","6906","50000","Male","University","Single","25","Yes"
"6906","6907","10000","Male","University","Married","62","No"
"6907","6908","50000","Male","University","Single","46","No"
"6908","6909","90000","Female","Graduate school","Married","31","No"
"6909","6910","30000","Female","High school","Single","29","Yes"
"6910","6911","180000","Male","Graduate school","Married","38","No"
"6911","6912","150000","Female","University","Married","38","No"
"6912","6913","590000","Male","Graduate school","Married","63","No"
"6913","6914","60000","Male","University","Married","39","No"
"6914","6915","100000","Male","University","Single","27","Yes"
"6915","6916","20000","Female","University","Single","25","No"
"6916","6917","10000","Male","Graduate school","Single","22","Yes"
"6917","6918","300000","Male","Graduate school","Single","26","Yes"
"6918","6919","260000","Female","University","Single","40","No"
"6919","6920","160000","Female","High school","Married","28","No"
"6920","6921","260000","Female","Graduate school","Single","32","Yes"
"6921","6922","280000","Female","Graduate school","Single","29","No"
"6922","6923","260000","Female","Graduate school","Single","35","No"
"6923","6924","240000","Male","Graduate school","Married","43","No"
"6924","6925","50000","Female","University","others","49","No"
"6925","6926","260000","Female","University","Single","44","Yes"
"6926","6927","60000","Female","University","Single","24","Yes"
"6927","6928","130000","Female","University","Married","26","No"
"6928","6929","140000","Female","Graduate school","Single","31","No"
"6929","6930","20000","Male","High school","Single","39","Yes"
"6930","6931","360000","Female","Graduate school","Single","35","No"
"6931","6932","220000","Male","Graduate school","Single","28","No"
"6932","6933","500000","Male","Graduate school","Single","37","Yes"
"6933","6934","50000","Male","High school","others","59","No"
"6934","6935","210000","Female","Graduate school","Single","28","No"
"6935","6936","200000","Male","Graduate school","Married","41","No"
"6936","6937","370000","Male","Graduate school","Single","28","No"
"6937","6938","200000","Male","University","Single","27","No"
"6938","6939","260000","Male","Graduate school","Married","51","No"
"6939","6940","50000","Female","Graduate school","Single","23","No"
"6940","6941","260000","Female","Graduate school","Single","33","No"
"6941","6942","230000","Female","High school","Single","48","No"
"6942","6943","20000","Male","University","Single","27","Yes"
"6943","6944","500000","Male","University","Single","33","No"
"6944","6945","160000","Female","University","Married","50","Yes"
"6945","6946","50000","Male","University","Single","25","Yes"
"6946","6947","220000","Female","University","Married","37","Yes"
"6947","6948","150000","Male","High school","Married","64","No"
"6948","6949","180000","Female","Graduate school","Single","35","No"
"6949","6950","80000","Female","University","Married","40","Yes"
"6950","6951","50000","Female","High school","Single","27","No"
"6951","6952","30000","Female","University","Single","26","Yes"
"6952","6953","180000","Female","University","Single","31","No"
"6953","6954","70000","Male","High school","Married","64","No"
"6954","6955","300000","Female","Graduate school","Single","33","Yes"
"6955","6956","640000","Female","Graduate school","Married","50","No"
"6956","6957","60000","Female","Graduate school","Single","28","No"
"6957","6958","120000","Female","University","Single","24","Yes"
"6958","6959","280000","Female","Graduate school","Single","27","No"
"6959","6960","260000","Female","Graduate school","Single","32","No"
"6960","6961","50000","Male","University","others","34","No"
"6961","6962","70000","Male","University","Single","47","No"
"6962","6963","50000","Male","Graduate school","Single","38","Yes"
"6963","6964","470000","Male","Graduate school","Married","40","Yes"
"6964","6965","320000","Female","Graduate school","Married","41","No"
"6965","6966","50000","Female","High school","Single","23","No"
"6966","6967","230000","Female","High school","Married","32","No"
"6967","6968","140000","Female","University","Single","29","No"
"6968","6969","50000","Male","University","Single","25","Yes"
"6969","6970","450000","Female","Graduate school","Single","45","No"
"6970","6971","500000","Male","University","Married","49","No"
"6971","6972","20000","Male","University","Single","37","No"
"6972","6973","230000","Male","Graduate school","Married","38","No"
"6973","6974","50000","Male","University","Single","24","No"
"6974","6975","300000","Male","University","Married","31","No"
"6975","6976","100000","Female","High school","Married","36","No"
"6976","6977","30000","Male","University","Single","27","No"
"6977","6978","400000","Male","University","Married","44","No"
"6978","6979","170000","Male","Graduate school","Single","30","No"
"6979","6980","340000","Female","High school","Single","57","No"
"6980","6981","210000","Female","University","Married","35","No"
"6981","6982","80000","Female","University","Married","38","Yes"
"6982","6983","20000","Female","Graduate school","Single","24","No"
"6983","6984","300000","Female","Graduate school","Married","51","No"
"6984","6985","20000","Male","High school","Single","43","Yes"
"6985","6986","50000","Male","Graduate school","Married","40","No"
"6986","6987","60000","Female","Graduate school","Single","27","No"
"6987","6988","60000","Female","University","Single","50","No"
"6988","6989","50000","Male","High school","Married","51","Yes"
"6989","6990","120000","Female","University","Single","26","No"
"6990","6991","20000","Male","High school","Single","59","No"
"6991","6992","240000","Female","University","Married","40","No"
"6992","6993","420000","Female","Graduate school","Single","36","No"
"6993","6994","180000","Female","Graduate school","Single","28","No"
"6994","6995","410000","Female","High school","Single","28","No"
"6995","6996","30000","Male","Graduate school","Single","41","Yes"
"6996","6997","110000","Male","University","Single","25","No"
"6997","6998","90000","Male","Graduate school","Single","33","No"
"6998","6999","220000","Male","Graduate school","Married","41","No"
"6999","7000","50000","Female","High school","Married","57","Yes"
"7000","7001","30000","Female","High school","Single","22","No"
"7001","7002","520000","Male","Graduate school","Married","55","No"
"7002","7003","80000","Female","High school","Married","39","No"
"7003","7004","20000","Male","High school","Single","58","No"
"7004","7005","210000","Female","Graduate school","Single","29","No"
"7005","7006","100000","Female","University","Single","28","No"
"7006","7007","320000","Female","Graduate school","Married","33","No"
"7007","7008","500000","Female","University","Married","44","No"
"7008","7009","20000","Female","High school","Married","41","No"
"7009","7010","10000","Male","University","Married","59","No"
"7010","7011","310000","Male","High school","Married","43","No"
"7011","7012","200000","Female","Graduate school","Single","37","No"
"7012","7013","180000","Male","High school","Single","29","No"
"7013","7014","50000","Male","University","Married","32","No"
"7014","7015","150000","Female","University","Single","41","No"
"7015","7016","500000","Female","Graduate school","Married","45","No"
"7016","7017","230000","Male","University","Single","31","Yes"
"7017","7018","20000","Male","University","Single","38","No"
"7018","7019","190000","Female","University","Single","28","No"
"7019","7020","20000","Female","University","Single","24","No"
"7020","7021","170000","Male","High school","Married","51","No"
"7021","7022","210000","Female","University","Single","43","No"
"7022","7023","100000","Male","University","Married","44","Yes"
"7023","7024","260000","Female","University","Married","42","No"
"7024","7025","200000","Female","University","Single","25","No"
"7025","7026","90000","Male","University","others","40","Yes"
"7026","7027","470000","Female","Graduate school","Married","35","No"
"7027","7028","270000","Female","Graduate school","Single","27","No"
"7028","7029","100000","Male","Graduate school","Married","49","Yes"
"7029","7030","200000","Female","Graduate school","Single","40","No"
"7030","7031","70000","Female","University","Married","43","No"
"7031","7032","200000","Female","Graduate school","Married","40","No"
"7032","7033","50000","Female","University","Married","31","No"
"7033","7034","90000","Female","University","Married","24","No"
"7034","7035","50000","Female","University","Married","30","No"
"7035","7036","240000","Female","Graduate school","Married","37","No"
"7036","7037","140000","Male","Graduate school","Single","35","No"
"7037","7038","120000","Male","Graduate school","Married","52","No"
"7038","7039","460000","Male","University","Married","61","No"
"7039","7040","170000","Female","University","Married","25","No"
"7040","7041","500000","Female","Graduate school","Married","39","No"
"7041","7042","50000","Male","University","Married","51","No"
"7042","7043","210000","Female","Graduate school","Single","26","No"
"7043","7044","50000","Male","Graduate school","Single","24","No"
"7044","7045","200000","Female","University","Married","42","No"
"7045","7046","20000","Female","Graduate school","Single","26","No"
"7046","7047","80000","Female","University","Married","53","No"
"7047","7048","430000","Male","University","Married","32","Yes"
"7048","7049","350000","Female","Graduate school","Single","44","Yes"
"7049","7050","50000","Female","University","Married","34","No"
"7050","7051","210000","Female","High school","Married","55","Yes"
"7051","7052","20000","Male","University","Single","51","No"
"7052","7053","160000","Female","University","Single","29","Yes"
"7053","7054","50000","Female","High school","Married","46","Yes"
"7054","7055","50000","Female","Graduate school","Single","24","No"
"7055","7056","30000","Male","High school","Single","31","Yes"
"7056","7057","100000","Male","Graduate school","Single","29","Yes"
"7057","7058","360000","Male","University","Single","28","No"
"7058","7059","310000","Female","University","Married","34","No"
"7059","7060","50000","Female","University","others","30","No"
"7060","7061","120000","Female","University","Married","37","No"
"7061","7062","30000","Female","University","Single","29","Yes"
"7062","7063","200000","Female","University","Single","30","No"
"7063","7064","20000","Male","High school","Single","37","No"
"7064","7065","50000","Female","University","Single","23","Yes"
"7065","7066","70000","Female","Graduate school","Single","25","No"
"7066","7067","290000","Female","Graduate school","Single","32","No"
"7067","7068","90000","Female","Graduate school","Single","30","No"
"7068","7069","150000","Male","University","Married","37","Yes"
"7069","7070","90000","Male","University","Single","38","No"
"7070","7071","80000","Male","Graduate school","Married","40","Yes"
"7071","7072","100000","Male","Graduate school","Single","32","No"
"7072","7073","200000","Female","University","Married","41","No"
"7073","7074","140000","Female","University","Single","31","Yes"
"7074","7075","110000","Female","University","Single","45","No"
"7075","7076","50000","Female","High school","others","43","No"
"7076","7077","60000","Female","University","Married","42","No"
"7077","7078","130000","Male","Graduate school","Married","40","No"
"7078","7079","320000","Female","University","Married","43","No"
"7079","7080","120000","Female","High school","Married","42","No"
"7080","7081","450000","Female","University","Single","35","No"
"7081","7082","200000","Female","University","Married","36","Yes"
"7082","7083","20000","Male","Graduate school","Single","31","Yes"
"7083","7084","410000","Female","University","Married","29","No"
"7084","7085","210000","Female","Graduate school","Married","40","No"
"7085","7086","210000","Female","Graduate school","Married","36","Yes"
"7086","7087","130000","Male","High school","Married","38","No"
"7087","7088","170000","Female","Graduate school","Single","27","Yes"
"7088","7089","190000","Female","University","Married","55","No"
"7089","7090","230000","Female","Graduate school","Single","28","Yes"
"7090","7091","120000","Female","University","Single","29","No"
"7091","7092","50000","Female","University","Single","23","Yes"
"7092","7093","220000","Female","University","Single","41","Yes"
"7093","7094","320000","Female","Graduate school","Single","32","No"
"7094","7095","160000","Female","University","Married","27","Yes"
"7095","7096","20000","Female","University","Single","23","No"
"7096","7097","460000","Female","Graduate school","Single","34","No"
"7097","7098","490000","Male","Graduate school","Married","38","No"
"7098","7099","130000","Female","University","Married","47","No"
"7099","7100","170000","Male","University","Single","41","No"
"7100","7101","150000","Female","University","Single","24","No"
"7101","7102","180000","Female","Graduate school","Single","33","No"
"7102","7103","50000","Male","High school","Single","35","No"
"7103","7104","240000","Female","unknown","Married","44","No"
"7104","7105","390000","Female","Graduate school","Single","37","No"
"7105","7106","50000","Male","High school","Single","47","No"
"7106","7107","310000","Male","Graduate school","Married","43","No"
"7107","7108","100000","Female","Graduate school","Single","28","No"
"7108","7109","260000","Female","Graduate school","Single","36","No"
"7109","7110","30000","Female","University","Single","28","No"
"7110","7111","310000","Male","University","Single","27","No"
"7111","7112","270000","Male","Graduate school","Single","40","No"
"7112","7113","250000","Female","Graduate school","Married","30","Yes"
"7113","7114","130000","Female","University","Married","31","No"
"7114","7115","220000","Male","Graduate school","Married","35","No"
"7115","7116","60000","Female","University","Single","48","No"
"7116","7117","120000","Male","Graduate school","Single","29","No"
"7117","7118","30000","Female","University","Married","35","No"
"7118","7119","130000","Female","Graduate school","Single","30","Yes"
"7119","7120","100000","Female","University","Married","35","No"
"7120","7121","200000","Female","Graduate school","Single","26","No"
"7121","7122","260000","Female","University","Married","47","No"
